tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,codigo_provincia,provincia,codigo_canton,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion,antecedentes
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVO GUAYAQUIL,09D08C06S03,NUEVO GUAYAQUIL 3,9,GUAYAS,901,GUAYAQUIL,"-211,011",-79.96548,URBANO,VÍA PÚBLICA,PUBLICO,11/11/2024,21:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,9,GUAYAS,901,GUAYAQUIL,"-212,049",-79.96947,URBANO,VÍA PÚBLICA,PUBLICO,11/11/2024,00:05:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO DE CARROS,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACH. CC SOCIALES,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 1,SUCUMBÍOS,LAGO AGRIO,LAS PALMERAS,21D02C04S02,LAS PALMERAS 2,21,SUCUMBÍOS,2101,LAGO AGRIO,"0,10416",-76.90115,RURAL,VÍA PÚBLICA,PUBLICO,10/11/2024,01:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 3,COTOPAXI,LATACUNGA,TERMINAL TERRESTRE,05D01C14S02,TERMINAL TERRESTRE 2,5,COTOPAXI,501,LATACUNGA,"-0,93308",-78.61712,URBANO,PARQUEADEROS,PUBLICO,10/11/2024,01:00:00,ARMA BLANCA,CUCHILLO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDA POR ARMA BLANCA,62,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 3,COTOPAXI,LA MANÁ,LA MANÁ SUR,05D02C03S02,LA MANÁ SUR 2,5,COTOPAXI,502,LA MANA,"-0,94639",-79.2533,RURAL,VÍA PÚBLICA,PUBLICO,10/11/2024,20:45:00,ARMA DE FUEGO,PISTOLA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,SAN JUAN,13D02C11S01,SAN JUAN 1,13,MANABÍ,1308,MANTA,"-100,359",-80.72222,RURAL,VÍA PÚBLICA,PUBLICO,10/11/2024,03:00:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA BLANCA,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,EL GUABITO,13D01C09S01,EL GUABITO 1,13,MANABÍ,1301,PORTOVIEJO,"-108,395",-80.43569,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,19:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO PRIVADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,STO DGO DE LOS TSÁCHILAS,SANTO DOMINGO ESTE,CRISTO VIVE,23D01C07S01,CRISTO VIVE 1,23,STO DGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,"-0,28658",-79.19977,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,23:12:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACH.TEC.IND.ME.CO.M,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BUENA FE,EL VERGEL SUR,12D06C09S01,EL VERGEL SUR 1,12,LOS RÍOS,1211,VALENCIA,"-0,82168",-79.36139,RURAL,VÍA PÚBLICA,PUBLICO,10/11/2024,04:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,UNIVERSIDAD,12D01C08S02,UNIVERSIDAD 2,12,LOS RÍOS,1201,BABAHOYO,"-180,961",-79.50875,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,16:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ALBANIL,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,QUEVEDO,GALO PLAZA,12D03C05S02,GALO PLAZA 2,12,LOS RÍOS,1205,QUEVEDO,"-101,875",-79.46384,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,22:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,59,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,EBANISTA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,PARQUE LINEAL,07D02C20S01,PARQUE LINEAL 1,7,EL ORO,701,MACHALA,"-326,077",-79.971,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,12:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,INICIAL,SIN_DATO
ASESINATO,ZONA 7,EL ORO,PASAJE,VELASCO IBARRA,07D01C08S01,VELASCO IBARRA 1,7,EL ORO,709,PASAJE,"-333,859",-79.79705,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,15:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,BASICA,SIN_DATO
ASESINATO,ZONA 7,EL ORO,PASAJE,BAJO ALTO,07D01C04S01,BAJO ALTO 1,7,EL ORO,706,EL GUABO,"-3,204",-79.81557,RURAL,CASA/VILLA,PRIVADO,10/11/2024,11:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,50,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,QUEHACER. DOMESTICOS,PRIMARIA,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S03,MALVINAS SUR 3,9,GUAYAS,901,GUAYAQUIL,"-223,576",-79.90745,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,02:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,CEIBOS,LOS CEIBOS,09D09C01S02,LOS CEIBOS 2,9,GUAYAS,901,GUAYAQUIL,"-215,383",-79.94738,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,02:00:00,ARMA BLANCA,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,70,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,SUBURBIO,09D04C06S01,SUBURBIO 1,9,GUAYAS,901,GUAYAQUIL,"-223,395",-79.94373,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,03:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S08,RECREO 8,9,GUAYAS,907,DURAN,"-21,726",-79.81081,URBANO,TERRENO BALDIO,PUBLICO,10/11/2024,10:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S03,TRINITARIA SUR 3,9,GUAYAS,901,GUAYAQUIL,"-224,017",-79.92261,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,05:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,20,A,MUJER,FEMENINO,MESTIZO/A,NO DETERMINADO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVO GUAYAQUIL,09D08C06S03,NUEVO GUAYAQUIL 3,9,GUAYAS,901,GUAYAQUIL,"-210,712",-79.96909,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,14:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,AFRO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S01,ANTEPARA 1,9,GUAYAS,901,GUAYAQUIL,"-221,472",-79.90313,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,42,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,MARTHA DE ROLDÓS,09D06C02S06,MARTHA DE ROLDÓS 6,9,GUAYAS,901,GUAYAQUIL,"-215,056",-79.92821,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,22:30:00,ARMA CONTUNDENTE,OBJETO CONTUSO,DELINCUENCIA COMÚN,AMENAZA,HERIDAS CONTUSAS,64,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S03,CRISTO DEL CONSUELO 3,9,GUAYAS,901,GUAYAQUIL,"-221,582",-79.91448,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,21:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SAMBORONDÓN,SAMBORONDÓN,09D23C01S05,SAMBORONDÓN 5,9,GUAYAS,916,SAMBORONDON,"-196,091",-79.72433,URBANO,RESTAURANTE,PRIVADO,10/11/2024,17:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,41,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 9,D.M. QUITO,LA DELICIA,LA ROLDÓS,17D03C05S02,LA ROLDÓS 2,17,PICHINCHA,1701,QUITO,"-0,08925",-78.50578,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,05:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,FERROVIARIA,17D06C11S01,FERROVIARIA 1,17,PICHINCHA,1701,QUITO,"-0,26349",-78.5207,URBANO,CASA/VILLA,PRIVADO,10/11/2024,07:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,VENDEDOR,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,MAGDALENA,17D06C10S04,MAGDALENA 4,17,PICHINCHA,1701,QUITO,"-0,25782",-78.5253,URBANO,VÍA PÚBLICA,PUBLICO,10/11/2024,07:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,55,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,SANTA MARTHA,08D01C12S01,SANTA MARTHA 1,8,ESMERALDAS,801,ESMERALDAS,"0,97113",-79.64923,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,SUCUMBÍOS,LAGO AGRIO,PARQUE ECOLÓGICO,21D02C03S01,PARQUE ECOLÓGICO 1,21,SUCUMBÍOS,2101,LAGO AGRIO,"0,09075",-76.90279,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,21:47:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,SUCUMBÍOS,SHUSHUFINDI,SHUSHUFINDI CENTRO,21D04C02S01,SHUSHUFINDI CENTRO 1,21,SUCUMBÍOS,2104,SHUSHUFINDI,"-0,18916",-76.64466,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 3,CHIMBORAZO,RIOBAMBA,SHOPPING,06D01C03S01,SHOPPING 1,6,CHIMBORAZO,601,RIOBAMBA,"-164,796",-78.65029,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,06:00:00,ARMA BLANCA,CUCHILLO,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA BLANCA,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,EL CARMEN,EL PARAÍSO LA CATORCE,13D05C05S01,EL PARAÍSO LA CATORCE 1,13,MANABÍ,1304,EL CARMEN,"-0,40894",-79.44597,RURAL,CANCHAS DE USO MÚLTIPLE,PUBLICO,09/11/2024,02:30:00,ARMA DE FUEGO,REVOLVER,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,JORNALERO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,EL FLORÓN,13D01C04S01,EL FLORÓN 1,13,MANABÍ,1301,PORTOVIEJO,"-107,751",-80.4993,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,16:30:00,ARMA DE FUEGO,REVOLVER,VIOLENCIA COMUNITARIA,RIÑAS,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,EL FLORÓN,13D01C04S04,EL FLORÓN 4,13,MANABÍ,1301,PORTOVIEJO,"-107,729",-80.4535,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,22:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,42,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,EL CARMEN,EL CARMEN,13D05C03S02,EL CARMEN 2,13,MANABÍ,1304,EL CARMEN,"-0,71874",-79.62323,RURAL,VÍA PÚBLICA,PUBLICO,09/11/2024,12:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,MILAGRO,MAR NEGRO,09D17C04S01,MAR NEGRO 1,9,GUAYAS,910,MILAGRO,"-199,402",-79.59921,RURAL,VÍA PÚBLICA,PUBLICO,09/11/2024,09:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,48,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,FISICA,JORNALERO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,PEDRO CARBO,LOMAS DE SARGENTILLO,09D14C05S01,LOMAS DE SARGENTILLO 1,9,GUAYAS,924,LOMAS DE SARGENTILLO,"-18,733",-80.09235,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,15:00:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,BARREIRO,12D01C04S01,BARREIRO 1,12,LOS RÍOS,1201,BABAHOYO,"-179,497",-79.52694,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,11:40:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,53,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,VINCES,ANTONIO SOTOMAYOR,12D05C01S01,ANTONIO SOTOMAYOR 1,12,LOS RÍOS,1208,VINCES,"-160,787",-79.86167,RURAL,CANCHAS DE USO MÚLTIPLE,PUBLICO,09/11/2024,19:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,LA FERROVIARIA,07D02C15S01,LA FERROVIARIA 1,7,EL ORO,701,MACHALA,"-330,452",-79.93724,RURAL,TERRENO BALDIO,PUBLICO,09/11/2024,00:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,LA FERROVIARIA,07D02C15S01,LA FERROVIARIA 1,7,EL ORO,701,MACHALA,"-330,452",-79.93724,RURAL,TERRENO BALDIO,PUBLICO,09/11/2024,00:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,UNIÓN LOJANA,07D05C05S02,UNIÓN LOJANA 2,7,EL ORO,707,HUAQUILLAS,"-347,577",-80.22216,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,19:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILL. EN CIENCIAS,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,UNIÓN LOJANA,07D05C05S02,UNIÓN LOJANA 2,7,EL ORO,707,HUAQUILLAS,"-347,577",-80.22216,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,19:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,PASAJE,BAJO ALTO,07D01C04S01,BAJO ALTO 1,7,EL ORO,706,EL GUABO,"-324,233",-79.831,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,18:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S04,RECREO 4,9,GUAYAS,907,DURAN,"-216,301",-79.7917,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,AUDITIVA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,CENTRO,09D24C02S03,CENTRO 3,9,GUAYAS,907,DURAN,"-217,131",-79.85423,URBANO,TERRENO BALDIO,PUBLICO,09/11/2024,12:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,35,A,MUJER,FEMENINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVO GUAYAQUIL,09D08C06S03,NUEVO GUAYAQUIL 3,9,GUAYAS,901,GUAYAQUIL,"-210,662",-79.96916,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,13:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,ABEL GILBERT,09D24C01S01,ABEL GILBERT 1,9,GUAYAS,907,DURAN,"-218,762",-79.84366,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,18:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,SALINAS,09D04C03S02,SALINAS 2,9,GUAYAS,901,GUAYAQUIL,"-21,982",-79.9105,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,11:35:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,47,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,SAN FRANCISCO,09D07C07S02,SAN FRANCISCO 2,9,GUAYAS,901,GUAYAQUIL,"-206,999",-79.94445,URBANO,VÍA PÚBLICA,PUBLICO,09/11/2024,16:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO,SIN_DATO
